Customer_ID,Age,Gender,Annual_Income,Spending_Score,Subscription_Type,Purchase_Frequency,Customer_Tenure,Channel,Product_Category
936,22,Male,116601,74,Premium,27,4,Online,Electronics
937,38,Male,49180,52,Basic,12,4,Online,Electronics
938,58,Male,116601,11,Premium,6,5,In-Store,Automotive
939,58,Female,116601,49,Premium,11,6,In-Store,Books
940,58,Female,90341,35,Standard,3,5,In-Store,Books
941,38,Male,49180,63,Standard,14,4,Online,Clothing
942,38,Female,116601,70,Premium,2,3,Mobile App,Electronics
943,38,Male,49180,69,Standard,15,5,Online,Home & Kitchen
944,58,Male,49180,39,Standard,13,6,Mobile App,Books
945,22,Male,90341,89,Basic,1,3,Online,Home & Kitchen
946,22,Female,116601,98,Premium,20,4,Online,Home & Kitchen
947,22,Male,116601,78,Basic,3,1,Online,Toys
948,38,Male,90341,78,Standard,12,4,Online,Beauty
949,38,Female,49180,49,Basic,11,4,In-Store,Clothing
950,58,Male,116601,27,Standard,10,8,In-Store,Electronics
951,58,Male,116601,49,Premium,8,6,In-Store,Electronics
952,22,Male,90341,77,Standard,18,3,Online,Home & Kitchen
953,38,Female,49180,58,Basic,1,4,In-Store,Sports
954,38,Male,116601,54,Premium,6,5,In-Store,Beauty
955,22,Female,116601,93,Basic,4,1,Online,Electronics
956,22,Male,49180,71,Premium,16,1,Online,Clothing
957,22,Female,90341,93,Standard,10,2,Online,Toys
958,38,Male,116601,42,Premium,3,5,In-Store,Automotive
959,58,Male,116601,40,Premium,5,9,In-Store,Beauty
960,58,Male,49180,10,Basic,5,5,In-Store,Home & Kitchen
961,38,Female,49180,44,Basic,10,3,Online,Beauty
962,22,Male,90341,83,Basic,14,3,Online,Toys
963,58,Male,116601,27,Premium,6,6,In-Store,Home & Kitchen
964,38,Female,49180,54,Basic,1,5,In-Store,Clothing
965,38,Female,90341,78,Standard,19,4,In-Store,Beauty
966,38,Female,90341,46,Standard,16,6,Online,Electronics
967,22,Female,49180,74,Basic,1,1,Online,Electronics
968,22,Female,90341,88,Standard,19,4,Online,Home & Kitchen
969,58,Female,49180,14,Standard,1,7,In-Store,Home & Kitchen
970,38,Male,116601,77,Premium,10,4,In-Store,Clothing
971,22,Female,90341,82,Basic,11,1,Mobile App,Beauty
972,58,Female,116601,41,Premium,11,5,In-Store,Clothing
973,58,Male,116601,47,Premium,3,5,In-Store,Beauty
974,22,Female,116601,97,Premium,27,3,Mobile App,Toys
975,58,Male,116601,49,Premium,5,6,Online,Home & Kitchen
976,58,Male,49180,12,Basic,7,8,Online,Sports
977,22,Male,90341,80,Standard,13,2,Online,Beauty
978,38,Male,90341,40,Standard,18,6,Mobile App,Electronics
979,22,Male,116601,98,Premium,27,1,Online,Books
980,22,Male,49180,91,Basic,14,3,Online,Home & Kitchen
981,22,Male,116601,95,Premium,29,2,In-Store,Home & Kitchen
982,38,Male,49180,52,Standard,17,6,Mobile App,Electronics
983,38,Male,90341,66,Standard,13,4,In-Store,Clothing
984,58,Male,90341,48,Standard,9,9,Mobile App,Beauty
985,58,Female,49180,40,Basic,1,8,Online,Automotive
986,22,Male,116601,72,Premium,17,3,Mobile App,Clothing
987,22,Female,90341,91,Standard,12,4,Online,Clothing
988,58,Male,90341,32,Basic,12,8,Mobile App,Electronics
989,38,Female,90341,77,Standard,10,3,In-Store,Clothing
990,38,Male,116601,79,Premium,10,3,Online,Home & Kitchen
991,22,Female,49180,90,Basic,3,3,Mobile App,Home & Kitchen
992,38,Female,49180,77,Basic,10,3,In-Store,Clothing
993,22,Male,116601,83,Standard,19,2,Mobile App,Home & Kitchen
994,22,Male,49180,83,Basic,7,4,In-Store,Home & Kitchen
995,38,Female,116601,68,Premium,10,5,Mobile App,Clothing
996,58,Male,116601,17,Standard,3,5,In-Store,Books
997,58,Female,90341,14,Basic,6,5,Online,Home & Kitchen
998,58,Male,90341,21,Standard,11,9,In-Store,Electronics
999,58,Male,116601,14,Premium,1,7,In-Store,Toys
1000,58,Female,116601,11,Premium,8,8,Online,Home & Kitchen
1001,58,Female,49180,34,Basic,4,6,In-Store,Automotive
1002,22,Male,49180,92,Basic,6,3,Online,Clothing
1003,22,Male,116601,74,Standard,18,3,In-Store,Electronics
1004,22,Female,90341,81,Standard,10,3,Online,Clothing
1005,58,Male,116601,17,Basic,10,6,Online,Home & Kitchen
1006,22,Male,49180,81,Basic,14,4,Online,Clothing
1007,58,Female,116601,22,Premium,1,9,In-Store,Books
1008,38,Female,90341,53,Standard,10,4,Mobile App,Clothing
1009,22,Female,116601,95,Standard,17,3,Online,Clothing
1010,22,Female,49180,98,Standard,17,4,Online,Beauty
1011,38,Male,49180,59,Premium,9,3,Online,Home & Kitchen
1012,38,Male,90341,47,Standard,15,4,In-Store,Toys
1013,22,Male,116601,86,Premium,24,4,Online,Clothing
1014,58,Male,49180,47,Basic,12,8,In-Store,Beauty
1015,58,Female,116601,42,Basic,11,9,In-Store,Home & Kitchen
1016,22,Female,90341,84,Standard,15,1,Online,Beauty
1017,58,Female,116601,10,Standard,9,9,In-Store,Home & Kitchen
1018,38,Female,49180,77,Basic,6,5,Online,Clothing
1019,38,Female,90341,77,Premium,8,6,Mobile App,Electronics
1020,58,Female,116601,42,Premium,8,6,In-Store,Home & Kitchen
1021,22,Male,116601,88,Premium,23,1,Online,Electronics
1022,38,Male,116601,60,Premium,5,3,Mobile App,Electronics
1023,22,Male,49180,72,Basic,1,4,Online,Clothing
1024,58,Male,90341,32,Basic,5,9,In-Store,Clothing
1025,58,Female,116601,20,Basic,6,6,In-Store,Home & Kitchen
1026,38,Female,116601,75,Premium,1,3,Mobile App,Clothing
1027,38,Male,90341,57,Standard,13,5,Online,Home & Kitchen
1028,38,Female,49180,69,Basic,13,4,Online,Automotive
1029,22,Female,90341,72,Premium,22,3,Mobile App,Sports
1030,38,Female,90341,41,Standard,12,6,Online,Clothing
1031,58,Male,49180,27,Basic,4,6,In-Store,Electronics
1032,22,Female,90341,95,Standard,17,1,Mobile App,Sports
1033,58,Female,116601,37,Premium,12,7,In-Store,Books
1034,58,Male,49180,37,Basic,6,9,Online,Home & Kitchen
1035,38,Male,49180,60,Basic,7,3,In-Store,Home & Kitchen
1036,38,Female,49180,48,Basic,6,5,In-Store,Home & Kitchen
1037,58,Male,116601,27,Basic,10,5,In-Store,Beauty
1038,58,Female,49180,14,Basic,8,9,In-Store,Automotive
1039,22,Male,49180,84,Basic,3,2,Mobile App,Clothing
1040,22,Male,90341,79,Standard,12,3,Online,Electronics
1041,58,Male,90341,28,Standard,6,9,In-Store,Beauty
1042,38,Female,49180,69,Basic,5,4,In-Store,Home & Kitchen
1043,22,Male,49180,72,Standard,10,1,Online,Electronics
1044,38,Female,90341,56,Basic,5,4,In-Store,Clothing
1045,58,Female,49180,31,Basic,3,8,In-Store,Books
1046,38,Male,49180,52,Basic,14,3,In-Store,Home & Kitchen
1047,22,Male,49180,82,Basic,6,4,Online,Electronics
1048,58,Female,116601,33,Premium,12,9,In-Store,Books
1049,38,Female,116601,59,Premium,3,4,Online,Clothing
1050,38,Male,90341,40,Standard,12,5,Mobile App,Electronics
1051,58,Female,49180,24,Basic,2,5,In-Store,Home & Kitchen
1052,38,Female,49180,70,Standard,19,3,In-Store,Beauty
1053,38,Male,90341,45,Standard,11,5,Mobile App,Electronics
1054,38,Female,49180,69,Basic,11,3,In-Store,Home & Kitchen
1055,22,Male,90341,83,Standard,13,4,Online,Clothing
1056,58,Male,49180,23,Basic,14,6,In-Store,Sports
1057,22,Male,90341,75,Standard,17,1,Online,Beauty
1058,22,Female,49180,79,Basic,3,3,Online,Electronics
1059,58,Male,49180,35,Standard,8,7,In-Store,Beauty
1060,22,Male,116601,93,Basic,6,1,Online,Beauty
1061,22,Male,49180,85,Basic,12,1,Mobile App,Sports
1062,22,Male,90341,83,Standard,12,2,Online,Automotive
1063,58,Male,49180,40,Basic,12,7,In-Store,Home & Kitchen
1064,38,Male,116601,71,Premium,6,4,In-Store,Home & Kitchen
1065,38,Male,90341,61,Standard,18,6,In-Store,Sports
1066,38,Female,116601,76,Basic,5,4,Online,Home & Kitchen
1067,38,Male,116601,62,Premium,14,5,Online,Home & Kitchen
1068,22,Female,90341,70,Basic,8,3,Online,Sports
1069,38,Male,116601,44,Premium,8,3,Mobile App,Clothing
1070,38,Male,116601,58,Premium,6,4,Online,Clothing
1071,58,Male,90341,15,Premium,1,5,Mobile App,Clothing
1072,58,Female,49180,11,Basic,4,5,In-Store,Beauty
1073,22,Female,49180,95,Basic,14,1,Online,Electronics
1074,38,Female,116601,78,Basic,9,5,In-Store,Electronics
1075,38,Male,90341,52,Premium,2,4,In-Store,Beauty
1076,38,Male,116601,59,Premium,8,3,Online,Electronics
1077,38,Male,49180,59,Basic,10,3,Mobile App,Beauty
1078,58,Male,49180,49,Basic,6,9,In-Store,Sports
1079,38,Male,49180,69,Basic,2,4,In-Store,Sports
1080,38,Male,49180,48,Standard,16,4,In-Store,Books
1081,22,Female,49180,90,Basic,4,3,Online,Home & Kitchen
1082,22,Female,49180,99,Basic,10,1,Online,Automotive
1083,22,Male,90341,89,Standard,12,3,Online,Toys
1084,58,Female,90341,30,Standard,11,9,In-Store,Books
1085,38,Male,90341,56,Standard,12,3,In-Store,Sports
1086,38,Male,116601,66,Premium,9,4,Online,Home & Kitchen
1087,22,Female,90341,98,Basic,4,1,Online,Beauty
1088,22,Female,90341,84,Basic,11,2,In-Store,Clothing
1089,58,Male,116601,16,Standard,7,5,In-Store,Electronics
1090,58,Male,49180,37,Basic,10,5,In-Store,Sports
1091,22,Female,49180,93,Basic,1,4,Online,Beauty
1092,58,Female,49180,49,Standard,7,5,In-Store,Clothing
1093,38,Male,116601,55,Standard,12,4,In-Store,Home & Kitchen
1094,58,Female,116601,29,Premium,4,6,In-Store,Home & Kitchen
1095,38,Female,90341,76,Standard,16,4,Online,Clothing
1096,58,Male,116601,26,Premium,1,8,In-Store,Home & Kitchen
1097,38,Male,116601,76,Standard,16,5,In-Store,Electronics
1098,38,Female,116601,72,Premium,5,6,Online,Books
1099,38,Male,49180,41,Basic,2,6,In-Store,Automotive
1100,38,Female,90341,70,Basic,13,4,Online,Books
1101,58,Female,90341,13,Standard,3,9,In-Store,Sports
1102,58,Male,90341,37,Standard,4,6,In-Store,Automotive
1103,38,Male,49180,43,Basic,4,6,Online,Electronics
1104,38,Female,90341,70,Basic,14,6,Online,Home & Kitchen
1105,22,Male,116601,76,Standard,17,3,Online,Beauty
1106,38,Male,49180,50,Basic,12,4,In-Store,Sports
1107,58,Male,116601,32,Basic,1,6,In-Store,Home & Kitchen
1108,38,Male,90341,43,Basic,5,6,Mobile App,Clothing
1109,58,Female,116601,38,Premium,14,9,Mobile App,Clothing
1110,58,Female,49180,30,Premium,13,6,In-Store,Automotive
1111,58,Female,49180,44,Standard,1,8,In-Store,Sports
1112,58,Female,90341,37,Premium,12,8,Online,Automotive
1113,58,Female,116601,33,Premium,7,9,In-Store,Home & Kitchen
1114,38,Female,49180,59,Standard,15,5,Online,Electronics
1115,58,Male,116601,42,Premium,14,6,In-Store,Electronics
1116,22,Female,49180,90,Basic,3,1,Online,Automotive
1117,38,Male,49180,71,Basic,5,5,Mobile App,Home & Kitchen
1118,38,Female,49180,65,Basic,1,5,Mobile App,Electronics
1119,58,Male,90341,31,Basic,3,5,In-Store,Clothing
1120,22,Male,90341,73,Basic,7,4,Online,Sports
1121,38,Male,116601,65,Premium,6,6,In-Store,Sports
1122,22,Female,90341,80,Standard,13,1,Mobile App,Clothing
1123,38,Female,90341,42,Standard,10,5,Online,Beauty
1124,38,Male,49180,59,Standard,12,6,Mobile App,Beauty
1125,58,Male,90341,12,Basic,7,5,In-Store,Home & Kitchen
1126,38,Male,90341,48,Standard,18,4,In-Store,Toys
1127,38,Male,90341,53,Standard,19,5,In-Store,Books
1128,38,Male,90341,77,Basic,1,3,Mobile App,Clothing
1129,22,Male,90341,95,Basic,11,1,Online,Electronics
1130,22,Male,116601,82,Premium,22,2,Online,Clothing
1131,22,Female,90341,78,Standard,11,1,Online,Clothing
1132,38,Male,49180,52,Basic,9,5,Mobile App,Clothing
1133,58,Male,90341,43,Standard,11,8,Mobile App,Home & Kitchen
1134,22,Male,90341,75,Standard,14,1,Online,Electronics
1135,22,Male,49180,98,Premium,27,3,Online,Electronics
1136,38,Female,116601,42,Premium,5,6,Mobile App,Sports
1137,38,Female,90341,62,Basic,10,4,In-Store,Home & Kitchen
1138,38,Male,49180,74,Standard,18,4,In-Store,Beauty
1139,22,Female,116601,96,Premium,27,3,Mobile App,Home & Kitchen
1140,38,Male,49180,49,Basic,11,3,Online,Beauty
1141,58,Male,116601,47,Premium,10,9,In-Store,Books
1142,22,Male,116601,95,Premium,25,3,Online,Sports
1143,38,Male,90341,45,Standard,17,3,Online,Electronics
1144,38,Female,90341,41,Standard,14,4,Online,Home & Kitchen
1145,22,Male,90341,73,Standard,14,1,Online,Beauty
1146,22,Male,49180,82,Premium,23,2,Mobile App,Clothing
1147,38,Male,49180,57,Basic,9,4,In-Store,Beauty
1148,22,Female,49180,87,Basic,10,2,Online,Electronics
1149,22,Female,116601,79,Premium,18,3,In-Store,Beauty
1150,22,Female,49180,85,Basic,9,4,Online,Sports
1151,58,Male,90341,40,Standard,4,6,In-Store,Automotive
1152,58,Female,116601,41,Standard,1,6,In-Store,Home & Kitchen
1153,22,Male,49180,98,Basic,11,1,Online,Books
1154,22,Female,116601,75,Premium,15,4,Online,Clothing
1155,38,Female,116601,67,Standard,14,6,Online,Automotive
1156,22,Male,49180,72,Standard,17,1,Online,Beauty
1157,38,Female,116601,50,Premium,9,5,In-Store,Beauty
1158,38,Female,116601,41,Premium,7,3,Mobile App,Electronics
1159,38,Female,49180,62,Basic,8,3,Mobile App,Automotive
1160,58,Female,49180,23,Premium,4,5,Mobile App,Home & Kitchen
1161,58,Male,90341,21,Basic,6,9,In-Store,Books
1162,22,Female,90341,91,Premium,15,1,Mobile App,Sports
1163,22,Female,90341,95,Standard,10,3,Mobile App,Clothing
1164,22,Female,116601,96,Premium,21,2,Mobile App,Home & Kitchen
1165,38,Male,49180,62,Basic,1,4,In-Store,Toys
1166,22,Female,116601,83,Premium,28,4,In-Store,Electronics
1167,22,Female,116601,95,Premium,25,4,Mobile App,Clothing
1168,38,Male,49180,48,Basic,9,6,In-Store,Sports
1169,58,Male,116601,29,Premium,6,9,In-Store,Automotive
1170,22,Female,90341,92,Premium,23,1,Online,Clothing
1171,58,Male,116601,36,Premium,8,7,In-Store,Books
1172,58,Male,49180,37,Basic,1,5,In-Store,Clothing
1173,22,Male,90341,78,Standard,13,4,In-Store,Electronics
1174,38,Female,116601,47,Standard,16,5,Online,Electronics
1175,22,Male,90341,89,Standard,19,3,Online,Electronics
1176,22,Male,116601,98,Standard,10,1,Online,Beauty
1177,58,Female,116601,20,Premium,11,5,In-Store,Automotive
1178,58,Female,49180,33,Basic,7,8,In-Store,Books
1179,58,Female,49180,35,Basic,7,8,In-Store,Automotive
1180,22,Female,116601,74,Basic,6,4,Mobile App,Electronics
1181,38,Female,49180,41,Basic,7,5,In-Store,Electronics
1182,22,Female,49180,96,Premium,20,3,Mobile App,Sports
1183,38,Female,90341,62,Standard,11,5,Mobile App,Electronics
1184,58,Male,49180,42,Basic,14,7,Mobile App,Home & Kitchen
1185,38,Female,116601,60,Standard,15,3,In-Store,Sports
1186,38,Male,116601,68,Premium,10,6,Online,Home & Kitchen
1187,22,Female,90341,76,Premium,28,1,Online,Electronics
1188,22,Female,49180,89,Basic,5,3,Online,Home & Kitchen
1189,38,Female,116601,65,Standard,17,6,Online,Electronics
1190,22,Male,90341,93,Standard,10,2,Online,Beauty
1191,38,Female,49180,69,Basic,8,4,Online,Beauty
1192,22,Female,116601,87,Premium,21,3,Online,Electronics
1193,58,Male,49180,35,Basic,3,8,In-Store,Beauty
1194,22,Female,90341,87,Premium,15,1,Online,Electronics
1195,22,Female,49180,96,Premium,29,4,Online,Clothing
1196,22,Female,90341,97,Standard,12,4,Mobile App,Toys
1197,38,Female,49180,52,Basic,7,6,In-Store,Home & Kitchen
1198,38,Female,49180,45,Standard,12,5,Online,Toys
1199,58,Female,116601,26,Standard,11,8,In-Store,Automotive
1200,38,Female,90341,45,Premium,7,6,Mobile App,Clothing
1201,58,Male,116601,41,Standard,4,8,Online,Books
1202,22,Female,116601,85,Premium,21,4,Mobile App,Toys
1203,22,Male,49180,88,Basic,13,2,Mobile App,Beauty
1204,38,Male,90341,73,Basic,11,6,In-Store,Clothing
1205,38,Female,116601,71,Standard,16,3,Mobile App,Beauty
1206,22,Female,116601,94,Standard,12,3,Online,Electronics
1207,38,Female,49180,75,Basic,13,5,Mobile App,Electronics
1208,22,Female,49180,85,Basic,5,4,In-Store,Home & Kitchen
1209,38,Male,49180,59,Basic,9,4,Online,Clothing
1210,22,Male,116601,93,Premium,28,3,Online,Automotive
1211,38,Male,90341,59,Standard,13,4,Online,Clothing
1212,22,Female,116601,81,Standard,14,3,Online,Sports
1213,38,Female,116601,45,Premium,8,6,Online,Electronics
1214,22,Male,116601,77,Premium,21,2,Online,Clothing
1215,22,Male,49180,71,Premium,17,3,In-Store,Beauty
1216,22,Female,49180,92,Basic,1,4,Online,Electronics
1217,38,Female,90341,65,Premium,14,3,In-Store,Clothing
1218,38,Female,116601,55,Standard,16,6,Online,Beauty
1219,38,Female,49180,56,Standard,10,3,Online,Clothing
1220,58,Male,49180,27,Basic,2,8,In-Store,Books
1221,22,Male,116601,90,Premium,26,1,Mobile App,Toys
1222,22,Female,116601,79,Premium,18,3,Online,Home & Kitchen
1223,22,Male,49180,99,Basic,12,3,Online,Electronics
1224,58,Male,49180,32,Basic,14,7,In-Store,Automotive
1225,38,Male,49180,71,Basic,7,5,In-Store,Toys
1226,22,Female,90341,97,Basic,10,4,In-Store,Clothing
1227,22,Female,90341,96,Standard,17,1,Online,Clothing
1228,22,Female,49180,84,Basic,7,1,Online,Electronics
1229,22,Female,49180,96,Basic,3,3,Online,Automotive
1230,22,Female,90341,72,Standard,16,4,Online,Clothing
1231,22,Female,116601,84,Premium,26,4,Online,Clothing
1232,22,Female,116601,88,Standard,13,4,Online,Toys
1233,58,Male,90341,27,Basic,8,6,In-Store,Toys
1234,22,Female,90341,78,Standard,14,3,Online,Electronics
1235,58,Female,90341,30,Standard,13,5,In-Store,Home & Kitchen
1236,22,Male,49180,96,Basic,14,4,Mobile App,Home & Kitchen
1237,58,Female,116601,11,Premium,14,6,In-Store,Home & Kitchen
1238,58,Male,90341,31,Standard,3,7,In-Store,Electronics
1239,22,Female,116601,74,Standard,12,1,Online,Beauty
1240,22,Female,49180,93,Basic,14,1,Online,Clothing
1241,58,Female,116601,27,Premium,5,6,In-Store,Automotive
1242,58,Female,116601,34,Premium,3,7,In-Store,Electronics
1243,38,Female,116601,71,Premium,12,6,Mobile App,Clothing
1244,22,Female,49180,74,Basic,13,3,Online,Home & Kitchen
1245,22,Male,116601,98,Premium,19,1,Online,Electronics
1246,38,Male,49180,69,Premium,8,5,Online,Electronics
1247,58,Male,49180,37,Basic,6,8,In-Store,Home & Kitchen
1248,58,Female,116601,33,Premium,12,8,Online,Home & Kitchen
1249,58,Female,116601,13,Premium,3,7,In-Store,Electronics
1250,38,Male,49180,79,Standard,13,4,In-Store,Electronics
1251,58,Female,116601,20,Premium,3,7,In-Store,Home & Kitchen
1252,38,Male,116601,57,Standard,18,4,Mobile App,Electronics
1253,58,Male,49180,47,Basic,10,7,In-Store,Sports
1254,58,Female,90341,46,Standard,14,6,In-Store,Electronics
1255,22,Male,49180,76,Basic,6,4,Online,Clothing
1256,58,Male,49180,16,Standard,13,8,In-Store,Home & Kitchen
1257,38,Male,116601,41,Premium,11,5,In-Store,Home & Kitchen
1258,22,Male,90341,73,Basic,10,3,Online,Clothing
1259,38,Female,49180,40,Basic,14,5,Online,Books
1260,58,Male,49180,11,Basic,12,5,In-Store,Home & Kitchen
1261,58,Female,90341,20,Standard,4,7,Online,Home & Kitchen
1262,58,Male,49180,49,Standard,13,6,In-Store,Sports
1263,22,Male,90341,81,Standard,10,4,Online,Sports
1264,38,Female,49180,44,Standard,14,6,In-Store,Home & Kitchen
1265,38,Male,116601,40,Premium,7,6,In-Store,Beauty
1266,58,Male,116601,25,Premium,13,8,Mobile App,Clothing
1267,38,Female,49180,41,Standard,11,4,Online,Home & Kitchen
1268,58,Female,116601,15,Premium,5,7,Online,Clothing
1269,58,Female,116601,22,Premium,9,6,Online,Automotive
1270,38,Female,90341,58,Standard,15,4,In-Store,Clothing
1271,22,Female,116601,80,Standard,11,2,Mobile App,Electronics
1272,22,Female,90341,79,Standard,15,3,Online,Beauty
1273,38,Female,90341,79,Standard,10,4,In-Store,Beauty
1274,22,Female,116601,97,Premium,18,3,Online,Home & Kitchen
1275,22,Male,116601,88,Premium,27,3,Online,Sports
1276,58,Male,90341,12,Standard,4,5,Mobile App,Automotive
1277,58,Male,90341,24,Standard,12,6,In-Store,Books
1278,58,Female,90341,14,Basic,1,9,In-Store,Home & Kitchen
1279,22,Female,90341,92,Premium,19,3,Online,Electronics
1280,38,Female,49180,57,Basic,2,5,Online,Electronics
1281,58,Female,116601,27,Basic,10,5,In-Store,Books
1282,38,Male,90341,79,Basic,1,3,Mobile App,Clothing
1283,38,Male,116601,60,Premium,11,5,Online,Electronics
1284,22,Male,116601,78,Standard,17,3,Online,Home & Kitchen
1285,22,Female,49180,82,Basic,5,2,In-Store,Toys
1286,22,Female,116601,87,Premium,28,1,Mobile App,Clothing
1287,22,Female,90341,93,Standard,16,4,Mobile App,Sports
1288,38,Male,49180,50,Basic,11,4,In-Store,Electronics
1289,22,Male,116601,96,Premium,15,1,Online,Sports
1290,38,Female,49180,47,Standard,18,5,Online,Toys
1291,22,Female,116601,99,Premium,20,4,In-Store,Beauty
1292,22,Female,90341,81,Standard,11,1,Online,Electronics
1293,22,Male,49180,74,Basic,3,2,Mobile App,Toys
1294,38,Male,49180,65,Premium,10,3,In-Store,Electronics
1295,38,Male,49180,71,Standard,15,3,Online,Beauty
1296,58,Female,90341,26,Standard,11,8,Online,Home & Kitchen
1297,38,Male,116601,42,Premium,1,3,In-Store,Beauty
1298,38,Female,90341,54,Premium,9,5,In-Store,Automotive
1299,38,Female,116601,72,Standard,13,6,In-Store,Clothing
1300,22,Male,90341,82,Basic,13,2,Online,Toys
1301,58,Male,90341,35,Standard,2,7,In-Store,Home & Kitchen
1302,22,Female,116601,92,Premium,23,1,Mobile App,Home & Kitchen
1303,38,Female,90341,47,Standard,11,3,Online,Beauty
1304,58,Female,116601,40,Standard,4,8,In-Store,Clothing
1305,38,Male,49180,60,Standard,12,4,In-Store,Clothing
1306,22,Male,116601,84,Premium,17,4,In-Store,Clothing
1307,22,Female,49180,84,Basic,6,1,In-Store,Home & Kitchen
1308,38,Female,116601,49,Premium,6,3,In-Store,Beauty
1309,22,Male,49180,99,Basic,2,4,Mobile App,Beauty
1310,38,Female,116601,63,Basic,3,3,Online,Beauty
1311,58,Male,90341,21,Standard,4,9,In-Store,Clothing
1312,58,Female,90341,10,Standard,7,9,In-Store,Electronics
1313,38,Female,49180,70,Premium,4,4,Online,Electronics
1314,58,Female,116601,19,Premium,3,5,Online,Books
1315,38,Female,90341,42,Standard,11,4,In-Store,Electronics
1316,22,Male,49180,75,Standard,17,4,Mobile App,Beauty
1317,38,Female,49180,69,Basic,1,3,Online,Beauty
1318,38,Male,49180,47,Basic,8,5,Mobile App,Home & Kitchen
1319,58,Female,90341,37,Basic,3,6,Online,Home & Kitchen
1320,38,Male,116601,42,Standard,17,5,Mobile App,Beauty
1321,38,Male,90341,40,Basic,4,4,In-Store,Electronics
1322,58,Female,116601,10,Standard,11,8,In-Store,Home & Kitchen
1323,58,Male,116601,24,Premium,13,6,In-Store,Home & Kitchen
1324,22,Male,49180,88,Basic,7,4,Online,Electronics
1325,22,Female,116601,77,Premium,16,2,Online,Beauty
1326,22,Female,90341,73,Standard,18,1,Mobile App,Toys
1327,38,Male,49180,46,Standard,14,5,Online,Beauty
1328,22,Female,49180,91,Basic,9,4,Online,Home & Kitchen
1329,38,Male,49180,44,Standard,15,6,Online,Sports
1330,22,Female,49180,99,Standard,19,1,Online,Clothing
1331,38,Male,116601,51,Basic,8,6,Mobile App,Sports
1332,38,Male,116601,42,Premium,11,4,Online,Electronics
1333,38,Male,116601,75,Premium,3,5,Online,Home & Kitchen
1334,58,Male,90341,42,Standard,3,7,In-Store,Books
1335,22,Male,90341,85,Basic,7,4,Online,Electronics
1336,38,Male,49180,46,Basic,6,3,In-Store,Electronics
1337,22,Male,49180,84,Standard,17,3,Online,Electronics
1338,58,Female,90341,18,Standard,5,5,In-Store,Books
1339,58,Male,90341,23,Basic,11,6,In-Store,Automotive
1340,22,Female,49180,81,Basic,13,1,Online,Toys
1341,58,Female,116601,25,Premium,7,6,In-Store,Books
1342,22,Male,116601,73,Premium,19,2,Online,Clothing
1343,58,Male,116601,17,Standard,7,5,In-Store,Home & Kitchen
1344,38,Female,116601,44,Basic,3,3,In-Store,Home & Kitchen
1345,38,Female,49180,61,Premium,12,5,Online,Clothing
1346,38,Male,116601,40,Premium,10,4,Mobile App,Beauty
1347,22,Female,90341,87,Standard,17,3,Online,Clothing
1348,58,Female,116601,20,Standard,14,9,Online,Home & Kitchen
1349,58,Female,49180,11,Basic,5,9,In-Store,Home & Kitchen
1350,58,Female,116601,20,Standard,8,6,Online,Electronics
1351,22,Female,90341,93,Standard,11,1,In-Store,Beauty
1352,38,Male,90341,68,Standard,12,5,Mobile App,Sports
1353,38,Male,116601,53,Basic,3,5,In-Store,Electronics
1354,38,Female,90341,76,Standard,13,4,Online,Clothing
1355,58,Female,116601,12,Premium,2,6,Mobile App,Toys
1356,58,Female,116601,15,Premium,8,8,In-Store,Automotive
1357,38,Female,90341,72,Standard,10,3,In-Store,Electronics
1358,22,Female,49180,71,Basic,10,1,Online,Automotive
1359,58,Male,49180,40,Basic,1,8,In-Store,Automotive
1360,58,Female,49180,22,Basic,9,7,In-Store,Books
1361,38,Male,116601,75,Standard,18,5,Mobile App,Home & Kitchen
1362,58,Male,49180,23,Basic,9,7,In-Store,Home & Kitchen
1363,58,Female,49180,47,Premium,10,9,In-Store,Electronics
1364,58,Male,90341,22,Standard,6,5,Online,Books
1365,38,Male,90341,46,Basic,10,6,Mobile App,Sports
1366,58,Male,116601,44,Premium,13,8,In-Store,Books
1367,58,Female,116601,28,Standard,1,9,In-Store,Home & Kitchen
1368,38,Female,49180,54,Basic,13,5,Mobile App,Beauty
1369,38,Female,90341,57,Standard,14,4,In-Store,Clothing
1370,58,Male,90341,23,Standard,5,9,Online,Toys
1371,38,Female,90341,64,Standard,19,6,In-Store,Home & Kitchen
1372,58,Female,49180,44,Basic,8,8,In-Store,Home & Kitchen
1373,22,Male,116601,94,Standard,13,3,Online,Clothing
1374,22,Female,116601,79,Premium,22,3,Online,Electronics
1375,58,Female,90341,34,Standard,10,8,Mobile App,Clothing
1376,58,Male,49180,12,Premium,4,7,In-Store,Beauty
1377,58,Female,116601,20,Premium,1,8,Online,Automotive
1378,22,Female,116601,80,Premium,20,1,Online,Clothing
1379,58,Female,116601,36,Premium,5,5,In-Store,Clothing
1380,58,Female,116601,32,Premium,3,7,In-Store,Clothing
1381,38,Female,116601,58,Premium,2,3,In-Store,Home & Kitchen
1382,38,Male,116601,41,Basic,5,4,Online,Beauty
1383,22,Female,116601,93,Standard,17,3,In-Store,Sports
1384,38,Female,116601,56,Standard,16,3,Online,Home & Kitchen
1385,38,Male,49180,46,Basic,8,6,Online,Beauty
1386,38,Male,116601,65,Premium,9,4,Online,Electronics
1387,38,Female,116601,49,Standard,14,6,Mobile App,Books
